,Unnamed: 0,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1185,1185,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.150001525878906,60.150001525878906,Yes
1186,1186,Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),61.04999923706055,3478.75,No
1187,1187,Female,1,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),104.0500030517578,7413.5498046875,No
1188,1188,Female,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.25,3532.0,No
1189,1189,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),85.69999694824219,256.75,No
1190,1190,Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.8499984741211,3887.25,No
1191,1191,Male,0,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),69.1500015258789,2490.14990234375,No
1192,1192,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.4499969482422,593.4500122070312,Yes
1193,1193,Female,0,No,No,47,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,74.44999694824219,3510.300048828125,No
1194,1194,Female,0,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.45000076293945,765.4500122070312,No
1195,1195,Female,1,Yes,No,20,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.0,1259.3499755859375,No
1196,1196,Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,85.25,5538.35009765625,No
1197,1197,Male,0,Yes,No,15,Yes,No,No,,,,,,,Month-to-month,Yes,Credit card (automatic),19.450000762939453,340.8500061035156,No
1198,1198,Female,0,No,No,42,Yes,No,No,,,,,,,Two year,Yes,Bank transfer (automatic),20.75,844.4500122070312,No
1199,1199,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.9000015258789,1348.949951171875,No
1200,1200,Male,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.5,3778.0,No
1201,1201,Female,0,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.400001525878906,611.6500244140625,No
1202,1202,Male,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.25,4867.9501953125,Yes
1203,1203,Female,0,No,No,60,Yes,Yes,No,,,,,,,Two year,No,Mailed check,25.0,1505.050048828125,No
1204,1204,Male,0,Yes,Yes,18,No,,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.549999237060547,467.8500061035156,No
1205,1205,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9000015258789,74.9000015258789,Yes
1206,1206,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1500015258789,194.1999969482422,No
1207,1207,Female,0,No,Yes,9,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.4000015258789,571.4500122070312,No
1208,1208,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,80.25,Yes
1209,1209,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,93.1500015258789,5253.9501953125,No
1210,1210,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,1149.6500244140625,Yes
1211,1211,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.3499984741211,740.7999877929688,Yes
1212,1212,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55000305175781,521.3499755859375,No
1213,1213,Female,0,Yes,Yes,69,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),20.200000762939453,1412.6500244140625,No
1214,1214,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.0,1532.449951171875,Yes
1215,1215,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.30000305175781,250.0500030517578,Yes
1216,1216,Male,0,Yes,Yes,54,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.399999618530277,1090.5999755859375,No
1217,1217,Male,0,Yes,No,62,Yes,Yes,No,,,,,,,One year,Yes,Credit card (automatic),23.75,1446.800048828125,No
1218,1218,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.5500030517578,2282.550048828125,Yes
1219,1219,Female,0,Yes,Yes,62,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.44999694824219,4300.4501953125,No
1220,1220,Male,0,No,No,17,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.75,1111.199951171875,No
1221,1221,Male,0,No,No,9,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.600000381469727,190.1000061035156,No
1222,1222,Male,0,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,69.25,4447.75,No
1223,1223,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.9000015258789,143.35000610351562,Yes
1224,1224,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.84999847412109,45.84999847412109,Yes
1225,1225,Female,0,Yes,No,16,No,,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.95000076293945,810.2000122070312,Yes
1226,1226,Female,0,Yes,No,72,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),24.649999618530277,1830.050048828125,No
1227,1227,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),90.4000015258789,2820.64990234375,No
1228,1228,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.8499984741211,4847.35009765625,No
1229,1229,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),75.3499984741211,4729.2998046875,No
1230,1230,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,87.19999694824219,4017.449951171875,No
1231,1231,Male,0,No,No,20,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),64.4000015258789,1398.5999755859375,No
1232,1232,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.30000305175781,2564.300048828125,Yes
1233,1233,Female,0,Yes,Yes,70,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),24.700000762939453,1685.9000244140625,No
1234,1234,Male,0,No,Yes,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.8499984741211,5826.64990234375,No
1235,1235,Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,98.3000030517578,6066.5498046875,No
1236,1236,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.94999694824219,228.3999938964844,Yes
1237,1237,Male,0,No,No,13,Yes,No,No,,,,,,,One year,No,Mailed check,19.450000762939453,270.20001220703125,No
1238,1238,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1500015258789,1529.199951171875,Yes
1239,1239,Female,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.70000076293945,168.60000610351562,No
1240,1240,Male,0,No,No,25,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.149999618530277,536.3499755859375,No
1241,1241,Male,0,No,No,30,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,64.5,1888.449951171875,No
1242,1242,Female,0,Yes,No,21,No,,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,28.5,629.3499755859375,No
1243,1243,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.29999923706055,45.29999923706055,Yes
1244,1244,Female,0,No,No,15,Yes,No,No,,,,,,,Month-to-month,No,Bank transfer (automatic),19.399999618530277,289.29998779296875,Yes
1245,1245,Male,1,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.4499969482422,2117.25,No
1246,1246,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.1500015258789,4730.89990234375,No
1247,1247,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),83.1500015258789,2033.050048828125,No
1248,1248,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.1500015258789,987.9500122070312,Yes
1249,1249,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.04999923706055,45.04999923706055,Yes
1250,1250,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.1999969482422,5744.35009765625,No
1251,1251,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.80000305175781,75.80000305175781,Yes
1252,1252,Male,0,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Electronic check,19.450000762939453,19.450000762939453,No
1253,1253,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.30000305175781,523.1500244140625,Yes
1254,1254,Female,1,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),88.80000305175781,4805.2998046875,No
1255,1255,Female,0,No,No,2,No,,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,30.899999618530277,59.04999923706055,Yes
1256,1256,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.9000015258789,6110.75,No
1257,1257,Female,1,No,No,45,No,,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,34.20000076293945,1596.5999755859375,No
1258,1258,Female,0,No,No,47,Yes,No,No,,,,,,,Two year,No,Mailed check,20.149999618530277,1046.199951171875,No
1259,1259,Female,1,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),95.25,4424.2001953125,Yes
1260,1260,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.29999923706055,92.75,No
1261,1261,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.1500015258789,194.5500030517578,No
1262,1262,Female,0,Yes,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.25,612.0999755859375,No
1263,1263,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.5999984741211,6127.60009765625,Yes
1264,1264,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.1999969482422,6671.7001953125,No
1265,1265,Male,1,No,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),94.8000030517578,5264.2998046875,No
1266,1266,Female,1,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,303.70001220703125,No
1267,1267,Male,0,Yes,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),76.0999984741211,4818.7998046875,No
1268,1268,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.1500015258789,6448.0498046875,Yes
1269,1269,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.5500030517578,7159.0498046875,No
1270,1270,Male,0,Yes,Yes,63,Yes,Yes,No,,,,,,,Two year,No,Credit card (automatic),24.649999618530277,1574.5,No
1271,1271,Female,0,No,No,53,No,,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,53.59999847412109,2879.199951171875,No
1272,1272,Male,0,Yes,Yes,5,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.450000762939453,86.05000305175781,No
1273,1273,Male,1,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.19999694824219,4159.4501953125,No
1274,1274,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.1500015258789,6638.35009765625,No
1275,1275,Female,0,Yes,No,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,56.79999923706055,3112.050048828125,No
1276,1276,Female,1,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,99.4000015258789,7168.25,No
1277,1277,Female,0,Yes,Yes,72,Yes,No,No,,,,,,,Two year,Yes,Credit card (automatic),20.100000381469727,1326.25,No
1278,1278,Male,0,Yes,Yes,36,No,,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),60.70000076293945,2234.550048828125,No
1279,1279,Male,0,Yes,No,25,Yes,No,No,,,,,,,One year,Yes,Bank transfer (automatic),20.950000762939453,495.1499938964844,No
1280,1280,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.8499984741211,8317.9501953125,No
1281,1281,Female,0,No,No,36,Yes,No,No,,,,,,,One year,Yes,Bank transfer (automatic),19.25,679.7999877929688,No
1282,1282,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.79999923706055,62.79999923706055,No
1283,1283,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105.5,7544.0,No
1284,1284,Male,0,Yes,Yes,59,Yes,No,No,,,,,,,Two year,No,Mailed check,19.850000381469727,1188.25,No
1285,1285,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,676.7000122070312,Yes
1286,1286,Female,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),74.0999984741211,74.0999984741211,No
1287,1287,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,3242.5,No
1288,1288,Male,0,No,No,64,Yes,No,No,,,,,,,Two year,No,Mailed check,19.549999237060547,1240.1500244140625,No
1289,1289,Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),68.80000305175781,4111.35009765625,No
1290,1290,Male,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),84.44999694824219,5899.85009765625,No
1291,1291,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.0,632.9500122070312,Yes
1292,1292,Female,0,No,No,62,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),84.5,5193.2001953125,No
1293,1293,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.1999969482422,7530.7998046875,No
1294,1294,Male,0,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,270.95001220703125,Yes
1295,1295,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.5999984741211,5460.2001953125,No
1296,1296,Female,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.69999694824219,1614.199951171875,No
1297,1297,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.5999984741211,402.5,No
1298,1298,Female,0,Yes,Yes,24,No,,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,57.59999847412109,1367.75,No
1299,1299,Female,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.04999923706055,483.7000122070313,Yes
1300,1300,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.5999984741211,7962.2001953125,No
1301,1301,Female,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),58.20000076293945,3810.800048828125,No
1302,1302,Female,0,Yes,Yes,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,81.0,3533.60009765625,No
1303,1303,Female,0,Yes,Yes,69,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),19.700000762939453,1396.9000244140625,No
1304,1304,Male,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.5999984741211,1345.550048828125,Yes
1305,1305,Female,0,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.54999923706055,1646.449951171875,No
1306,1306,Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.5500030517578,8127.60009765625,Yes
1307,1307,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,75.55000305175781,2680.14990234375,No
1308,1308,Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.5999984741211,1281.0,Yes
1309,1309,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.19999694824219,1553.9000244140625,Yes
1310,1310,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.6500015258789,3207.550048828125,Yes
1311,1311,Male,0,Yes,Yes,42,No,,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.09999847412109,2049.050048828125,No
1312,1312,Male,0,No,No,48,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.94999694824219,3629.199951171875,No
1313,1313,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.5500030517578,5124.5498046875,Yes
1314,1314,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,89.55000305175781,3474.449951171875,Yes
1315,1315,Female,0,Yes,Yes,11,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.899999618530277,202.3000030517578,No
1316,1316,Male,0,No,No,7,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,19.950000762939453,147.5,No
1317,1317,Female,0,No,No,3,Yes,Yes,No,,,,,,,Month-to-month,No,Mailed check,24.600000381469727,86.3499984741211,No
1318,1318,Male,0,No,No,8,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.69999694824219,579.0,No
1319,1319,Male,0,No,Yes,1,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,19.450000762939453,19.450000762939453,Yes
1320,1320,Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,94.8000030517578,3131.550048828125,No
1321,1321,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),65.8499984741211,3928.300048828125,No
1322,1322,Female,0,Yes,No,10,Yes,No,No,,,,,,,Month-to-month,Yes,Bank transfer (automatic),19.950000762939453,187.75,No
1323,1323,Female,0,Yes,No,71,Yes,Yes,No,,,,,,,Two year,Yes,Bank transfer (automatic),24.649999618530277,1710.1500244140625,No
1324,1324,Female,0,Yes,Yes,4,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.350000381469727,76.3499984741211,Yes
1325,1325,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,Yes
1326,1326,Female,0,Yes,Yes,43,No,,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),51.25,2151.60009765625,No
1327,1327,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.5,5961.10009765625,Yes
1328,1328,Female,0,Yes,No,23,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,1221.550048828125,No
1329,1329,Female,0,Yes,No,72,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),19.399999618530277,1496.449951171875,No
1330,1330,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),56.25,1292.199951171875,No
1331,1331,Female,0,No,No,1,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.149999618530277,25.149999618530277,No
1332,1332,Male,0,No,No,69,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),23.950000762939453,1713.0999755859375,No
1333,1333,Male,0,No,No,50,No,,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,35.400001525878906,1748.9000244140625,No
1334,1334,Female,1,No,No,1,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.200000762939453,25.200000762939453,Yes
1335,1335,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.0,96.4499969482422,Yes
1336,1336,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.3499984741211,1114.550048828125,No
1337,1337,Male,0,No,No,31,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),20.399999618530277,609.0999755859375,No
1338,1338,Male,0,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.149999618530277,20.149999618530277,Yes
1339,1339,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.0,7133.25,Yes
1340,1340,Female,0,Yes,Yes,0,No,,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),56.04999923706055,,No
1341,1341,Male,0,No,Yes,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.70000076293945,169.4499969482422,Yes
1342,1342,Female,0,No,No,8,Yes,No,No,,,,,,,Two year,No,Mailed check,20.0,141.60000610351562,No
1343,1343,Male,0,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),73.05000305175781,4688.64990234375,No
1344,1344,Female,0,Yes,No,28,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.5,563.0499877929688,No
1345,1345,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.75,5985.0,No
1346,1346,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1258.5999755859375,Yes
1347,1347,Male,0,No,No,19,Yes,No,No,,,,,,,Two year,Yes,Mailed check,19.950000762939453,373.5,No
1348,1348,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.94999694824219,857.2000122070312,Yes
1349,1349,Female,0,Yes,No,51,No,,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.650001525878906,2553.35009765625,No
1350,1350,Female,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,65.6500015258789,4322.85009765625,No
1351,1351,Male,0,Yes,Yes,11,Yes,No,No,,,,,,,Month-to-month,Yes,Electronic check,20.450000762939453,250.8000030517578,No
1352,1352,Male,0,Yes,Yes,72,No,,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95000076293945,4549.0498046875,No
1353,1353,Male,0,Yes,Yes,66,Yes,No,No,,,,,,,One year,Yes,Electronic check,20.350000381469727,1359.5,No
1354,1354,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.3499984741211,1639.300048828125,Yes
